Timestamp,Voltage
2026-01-12T20:23:23.188952,1.30000E+01
2026-01-12T20:23:23.292918,1.30000E+01
2026-01-12T20:23:23.397608,1.30000E+01
2026-01-12T20:23:23.502514,1.30000E+01
2026-01-12T20:23:23.606898,1.30000E+01
2026-01-12T20:23:23.711212,1.30000E+01
2026-01-12T20:23:23.815349,1.30000E+01
2026-01-12T20:23:23.920269,1.30000E+01
2026-01-12T20:23:24.024889,1.30000E+01
2026-01-12T20:23:24.129036,1.30000E+01
2026-01-12T20:23:24.232986,1.30000E+01
2026-01-12T20:23:24.337008,1.30000E+01
2026-01-12T20:23:24.440662,1.30000E+01
2026-01-12T20:23:24.545545,1.30000E+01
2026-01-12T20:23:24.649794,1.30000E+01
2026-01-12T20:23:24.753919,1.30000E+01
2026-01-12T20:23:24.858057,1.30000E+01
2026-01-12T20:23:24.962036,1.30000E+01
2026-01-12T20:23:25.065719,1.30000E+01
2026-01-12T20:23:25.169875,1.30000E+01
2026-01-12T20:23:25.273890,1.30000E+01
2026-01-12T20:23:25.378129,1.30000E+01
2026-01-12T20:23:25.481918,1.30000E+01
2026-01-12T20:23:25.585700,1.30000E+01
2026-01-12T20:23:25.689721,1.30000E+01
2026-01-12T20:23:25.794122,1.30000E+01
2026-01-12T20:23:25.898942,1.30000E+01
2026-01-12T20:23:26.003099,1.30000E+01
2026-01-12T20:23:26.107457,1.30000E+01
2026-01-12T20:23:26.211395,1.30000E+01
2026-01-12T20:23:26.315607,1.30000E+01
2026-01-12T20:23:26.419847,1.30000E+01
2026-01-12T20:23:26.523914,1.30000E+01
2026-01-12T20:23:26.627949,1.30000E+01
2026-01-12T20:23:26.731799,1.30000E+01
2026-01-12T20:23:26.835653,1.30000E+01
2026-01-12T20:23:26.939963,1.30000E+01
2026-01-12T20:23:27.044188,1.30000E+01
2026-01-12T20:23:27.148107,1.30000E+01
2026-01-12T20:23:27.252235,1.30000E+01
2026-01-12T20:23:27.355875,1.30000E+01
2026-01-12T20:23:27.459896,1.30000E+01
2026-01-12T20:23:27.563787,1.30000E+01
2026-01-12T20:23:27.667912,1.30000E+01
2026-01-12T20:23:27.771900,1.30000E+01
2026-01-12T20:23:27.876050,1.30000E+01
2026-01-12T20:23:27.980110,1.30000E+01
2026-01-12T20:23:28.083881,1.30000E+01
2026-01-12T20:23:28.188063,1.30000E+01
2026-01-12T20:23:28.291875,1.30000E+01
2026-01-12T20:23:28.396072,1.30000E+01
2026-01-12T20:23:28.499777,1.30000E+01
2026-01-12T20:23:28.603738,1.30000E+01
2026-01-12T20:23:28.707858,1.30000E+01
2026-01-12T20:23:28.812029,1.30000E+01
2026-01-12T20:23:28.915929,1.30000E+01
2026-01-12T20:23:29.020261,1.30000E+01
2026-01-12T20:23:29.123906,1.30000E+01
2026-01-12T20:23:29.227839,1.30000E+01
2026-01-12T20:23:29.332108,1.30000E+01
2026-01-12T20:23:29.436081,1.30000E+01
2026-01-12T20:23:29.540031,1.30000E+01
2026-01-12T20:23:29.644048,1.30000E+01
2026-01-12T20:23:29.747767,1.30000E+01
2026-01-12T20:23:29.851936,1.30000E+01
2026-01-12T20:23:29.955922,1.30000E+01
2026-01-12T20:23:30.059870,1.30000E+01
2026-01-12T20:23:30.163782,1.30000E+01
2026-01-12T20:23:30.267837,1.30000E+01
2026-01-12T20:23:30.372174,1.30000E+01
2026-01-12T20:23:30.475874,1.30000E+01
2026-01-12T20:23:30.590809,1.30000E+01
2026-01-12T20:23:30.722795,1.30000E+01
2026-01-12T20:23:30.832882,1.30000E+01
2026-01-12T20:23:30.938539,1.30000E+01
2026-01-12T20:23:31.043219,1.30000E+01
2026-01-12T20:23:31.147542,1.30000E+01
2026-01-12T20:23:31.251057,1.30000E+01
2026-01-12T20:23:31.355065,1.30000E+01
2026-01-12T20:23:31.458835,1.30000E+01
2026-01-12T20:23:31.563339,1.30000E+01
2026-01-12T20:23:31.667903,1.30000E+01
2026-01-12T20:23:31.771927,1.30000E+01
2026-01-12T20:23:31.875801,1.30000E+01
2026-01-12T20:23:31.979904,1.30000E+01
2026-01-12T20:23:32.083864,1.30000E+01
2026-01-12T20:23:32.187877,1.30000E+01
2026-01-12T20:23:32.291826,1.30000E+01
2026-01-12T20:23:32.396042,1.30000E+01
2026-01-12T20:23:32.499865,1.30000E+01
2026-01-12T20:23:32.604117,1.30000E+01
2026-01-12T20:23:32.707804,1.30000E+01
2026-01-12T20:23:32.811597,1.30000E+01
2026-01-12T20:23:32.916023,1.30000E+01
2026-01-12T20:23:33.019983,1.30000E+01
2026-01-12T20:23:33.123987,1.30000E+01
2026-01-12T20:23:33.228146,1.30000E+01
2026-01-12T20:23:33.332249,1.30000E+01
2026-01-12T20:23:33.436665,1.30000E+01
2026-01-12T20:23:33.541252,1.30000E+01
2026-01-12T20:23:33.646081,1.30000E+01
2026-01-12T20:23:33.749870,1.30000E+01
2026-01-12T20:23:33.853944,1.30000E+01
2026-01-12T20:23:33.957876,1.30000E+01
2026-01-12T20:23:34.062252,1.30000E+01
2026-01-12T20:23:34.165899,1.30000E+01
2026-01-12T20:23:34.269447,1.30000E+01
2026-01-12T20:23:34.373870,1.30000E+01
2026-01-12T20:23:34.478059,1.30000E+01
2026-01-12T20:23:34.581766,1.30000E+01
